Korean,English
응. 김해리 맞아. 설마 우리 학교 이번 입학 수석이 김해리래?,"Yes, she is Hye-ri Kim. Is she top of our class for this year's entrance ceremony?"
그런가봐. 졸업도 수석으로 하고 입학도 수석으로 하네.,I guess. She graduated as valedictorian and she is enrolling as the top of our class as well.
역시 김해리야. 쟨 장차 뭐가 되도 크게 될 애야.,It's Hye-ri Kim after all. She'll become something great in the future.
"어머님, 수정이가 드디어 유치원 입학을 한다니. 진짜 많이 컸어요.",I can't believe Su-jung is starting preschool. She's grown so much.
수정이 돌 지난지가 얼마 안된 것같은데 유치원 입학을 하네.,She just had her 1st birthday and now she's starting preschool.
"그동안 제가 회사 다니느라 많이 바빴는데, 수정이 잘 돌봐주셔서 감사합니다.",I was so busy with work. Thanks for taking a good care of her.
수정이가 속을 별로 안 썩여서 괜찮았어. 나도 우리 손녀랑 너무 즐거웠다.,It wasn't a big trouble because she was a good girl. I also enjoyed spending some time with my granddaughter.
미국은 모든 학교가 졸업을 5월에 하는데 한국은 다르다고 들었어.,American school have their graduation ceremony in May but I heard it's different in Korea.
"아, 미국은 5월에 하는 구나. 한국은 보통 2월쯤에 졸업식을 많이 해.","Ah, didn't know that. In Korea, we have it in February."
그렇구나. 이런 차이점 알아보는 것도 신기히다. 졸업식도 차이가 있구나.,I see. It's fun to compare these differences. Even graduation ceremonies are different.
그러게. 그래서 요즘 한국 여러 대학교에서 졸업 가운 입은 사람들은 많이 보게 되지.,I know right? That's why you see many people with cap and gown in Korean universities thesedays.
오늘이 졸업식인데 별로 행복한 기분이 안 든다.,"Today is my graduation, but I'm not that happy."
맞아. 나도 그래. 내일부터 취업 준비할 생각 하니까 벌써부터 우울하다.,"Right, me too. I already feel depressed thinking about how we need to start job searching."
내 친구는 이미 졸업 전에 취업 성공한 애들이 꽤 있어.,I have a quite number of friends that already found a job before graduation.
우리도 빨리 열심히 해서 직장인으로 거듭나보자.,Let's also do our best to start a career.
우리 부모님은 오늘 같은 입학식에서 처음 만나셨대.,My parents met for the first time at an entrance ceremony like today.
진짜? 그럼 입학식에서 처음 만나서 쭉 연애하신 거야?,Really? So they dated since the entrance ceremony?
응. 우리 부모님은 거의 8년 동안 연애하시다가 결혼하셨어.,Yes. My parents dated for 8 years before they got married.
우와! 대단하다. 오늘 입학식인데 나도 누구를 찾아야 하나?,"Wow, that's amazing. Should I look for someone, too?"
"팀장님, 저 내일이 제 딸 졸업식이라 연차를 써야 할 것 같습니다.","Team leader, I'll need to take tomorrow off because it's my daugter's graduation."
그래요? 딸 졸업식이면 당연히 가야지. 잘 다녀와요.,Is that so? You should definitely go if that's the case. Have a great time.
네. 감사합니다. 그럼 제가 오늘 연차 올리고 이만 퇴근해 보도록 하겠습니다.,Thank you. I'll leave after I enter my day off in the system.
그래요. 딸 졸업 축하하고 모레 봅시다.,Okay. Congratulations and see you in two days.
"오늘 여기저기서 ""스승의 은혜"" 노래가 울려 퍼지니까 괜히 옛날 생각이 나요.","It brings back memories hearing this song ""Teacher's Grace"" everywhere today."
그렇죠. 우리도 학생이었을 때가 있었는데. 그때가 참 좋았어요.,Right? There was a time when we were students as well. Those days were the best.
맞아요. 머리 땋아서 교복 입고 그때가 제일 예쁜 나이였죠.,I know. We wore uniforms with our braided hair. We were so young and pretty back then.
"우리 손녀도 곧 졸업하는데, 그때도 옛날 생각 많이 나겠어요.","My granddaughter is graduating soon, so I'll probably remnisce about my old days again."
나는 졸업식 때 개근상을 한 번도 놓쳐본 적이 없어.,I've never missed a single perfect attendance award during my graduation ceremonies.
진짜? 우와! 너 진짜 학교 열심히 다녔구나.,"Wow, really? You really must have never missed school."
응. 진짜 희한하게 아플 때도 학교는 꾸역꾸역 가게 되더라.,"Yea, for some weird reasons, I still ended up going to school even when I was sick."
갑자기 좀 달라 보이는데? 근데 왜 맨날 내가 전화하면 안 받아?,You look different now. But how come you never answer my call?
입학식인데 왜 아무도 교복을 착용하고 있지 않나요?,Why is no one wearing the school uniform when today is the entrance ceremony?
교복 업체 실수로 교복 생산이 일주일 정도 더 늦어진다고 합니다.,The uniforms will not be available until next week because the manufacturer had a problem.
진짜요? 그것참 희한한 일이네.,Seriously? That's strange.
네. 학생들은 자유롭다고 더 좋아하는 것 같습니다.,Students seem to like it more because they feel more free.
이번 그룹 과제 팀원들 혹시 다 뽑았어?,Did you find everyone for your group project team?
"아니, 우리 1명이 부족해. 혹시 우리 팀에 들어올래?","No, we're short of one person. Do you want to join us?"
그래도 돼? 내가 지난주에 결석했거든.,Can I? I missed the last class.
그렇구나. 우리 팀에서 그룹 과제 같이 하자.,I see. Come join our group.
이번 학기에는 그룹 과제가 학점의 약 50%를 차지할 예정입니다.,Group projects will be 50% of your grade this semester.
그룹 과제가요? 교수님 그건 너무 많아요. ,"Group projects? Professor, that's too much."
그룹 과제는 그룹원들의 협동성을 중점적으로 보는 과제로써 특히 타인과의 협동력이 필요시 되는 우리 학과에는 매우 중요한 과제입니다.,"Group projects require team members to cooperate, which is very important since our major requires the students to be collaborative."
그래도 그룹 과제가 학점의 50% 비중을 차지하는 건 말이 안 돼요.,But group projects taking 50% of our grade doesn’t make sense.
나는 성격이 좀 내성적이라 그룹 과제를 하는 게 너무 불편해.,"I am an introvert, so group projects make me feel uncomfortable."
사실 나도 그래. 내가 말하고 싶은 것을 잘 못 말하겠어.,Me too. I can't say what I want to say.
그래서 그룹 과제를 할 때 내가 원치 않는 방향으로 가도 그냥 가만히 있는 것이 불편해.,And it's uncomfortable just to stay quiet when the group project is going in the direction that I don't think is right.
우리 앞으로는 그냥 하고 싶은 말 하면서 그룹 과제 참여하자.,Let's try to share our opinions during group projects from now on.
"그럼 내가 이 부분을 맡을 테니까 네가 이 부분, 그리고 네가 이 부분을 맡으면 되겠다.","I'll then take this part, you this section, and you can work on this portion."
그래. 이렇게 분배하면 조금 더 공평할 것 같아.,"Okay, this seems fair."
그리고 우리 내일모레 정리한 거 들고 다시 모여서 맞춰보자.,Let's meet up again in 2 days with what we have.
내가 내일모레는 오전밖에 시간이 안 되는데 괜찮을까?,I'll only be available in the morning that day. Is that okay?
그냥 우리 모두 다 시간이 없으니까 그냥 이번에는 이메일로 의사소통하는거 어때?,"Since we are all busy, why don't we just communicate via e-mail?"
좋아. 차라리 그게 더 효율적일 것 같아. 만나서 과제 하면 잡담만 많이 하고.,Good. That sounds more effective. We just chitchat when we meet up for our group project anyways.
그렇지? 이메일도 있고 메신저도 있으니까 시간만 맞춰서 온라인으로 회의하자.,Right? We have e-mails and messengers. Let's just find a good time for everyone and have our meeting online.
응. 그럼 다들 이메일 주소들 좀 줄래?,"Sure, can y'all give me your e-mail addresses?"
지금 6시인데 왜 한 명만 온 거야? 나머지 애들 어디 있는지 혹시 알아?,It's 6'o clock but why is there only 1 person here? Do you know where the rest are?
글쎄. 지윤이는 좀 늦는다고 했던 것 같고. 나머지 애들은 모르겠네.,Not sure. Ji Yoon said she'll be a little late and I don't know about other people.
이게 그룹 과제의 문제야. 다들 자기 시간은 중요하고 남의 시간은 안중에도 없고.,This is the problem of doing group projects. People only value their time but not others.
맞아. 나도 곧 가야 되는데 애들이 빨리 안 와서 어떡하지.,"Right, I have to leave soon. What should we do since other people are not here yet?"
다들 본인들이 해야 할 분량을 하지 않을 시에는 조장의 권리로 그룹 과제에서 제외할 거야. ,"As the group leader, I'll exclude anyone who fails to participate in this group project."
난 찬성해. 그렇게 해야지 모든 사람이 조금 더 책임감을 느끼고 그룹 과제에 임할 수 있을 것 같아.,I agree. It will make more people participate in the group project with responsibility.
